age,income,employment_length,credit_score,credit_history_length,loan_amount,interest_rate,loan_term_months,loan_purpose,monthly_payment,dti_ratio,num_open_accounts,num_delinquencies,credit_utilization,home_ownership,loan_default
22,39828,3,749,4,52984,4.89,36,small_business,1585.36,78.0,1,0,50.3,MORTGAGE,1
47,81616,6,611,29,12871,11.66,48,small_business,336.8,10.3,7,0,24.4,OWN,0
41,18000,0,528,22,14664,16.99,24,home_improvement,724.95,85.0,5,1,43.3,OTHER,1
48,142397,11,814,29,76617,3.0,72,medical,1164.09,22.0,6,3,18.5,MORTGAGE,0
44,65532,7,679,25,7396,6.11,60,medical,143.36,31.1,4,3,30.4,MORTGAGE,0
58,47791,1,719,34,31991,18.74,60,home_improvement,825.29,73.4,6,0,55.50000000000001,MORTGAGE,0
43,84465,19,732,25,10639,13.34,48,debt_consolidation,287.22,15.1,1,0,45.7,OWN,0
36,20514,0,653,15,10477,9.55,60,debt_consolidation,220.29,59.4,6,0,35.3,RENT,0
43,32898,12,698,21,20279,7.87,36,small_business,634.25,82.0,4,0,38.2,OWN,0
48,45585,1,807,27,28953,12.34,72,major_purchase,571.17,66.2,5,1,12.8,RENT,0
42,111227,7,677,24,35071,13.92,60,home_improvement,814.59,24.0,7,3,55.00000000000001,OWN,0
42,47672,3,755,24,38446,4.92,48,major_purchase,883.99,52.5,4,3,39.800000000000004,RENT,0
33,64217,6,520,13,10997,15.97,72,debt_consolidation,238.36,31.8,1,2,17.9,MORTGAGE,1
34,34415,0,769,13,8099,11.59,72,debt_consolidation,156.62,66.1,2,1,34.2,RENT,0
25,65650,1,558,6,14187,13.75,12,auto,1272.14,28.5,4,0,16.8,OWN,0
62,134100,0,760,39,22999,14.1,72,small_business,475.14,9.5,5,0,7.7,OWN,0
27,89082,10,711,3,15616,11.25,36,home_improvement,513.1,23.0,2,1,34.5,OWN,0
33,46682,1,672,14,1419,11.78,48,home_improvement,37.21,44.9,4,0,53.5,MORTGAGE,0
33,73518,5,672,15,5018,12.07,24,home_improvement,236.38,47.9,6,1,40.6,OWN,0
52,69321,8,659,32,15239,8.57,72,major_purchase,271.45,25.0,6,0,31.900000000000002,OWN,0
38,66433,11,614,17,32814,12.59,48,home_improvement,873.65,41.3,10,2,14.299999999999999,RENT,0
56,95527,0,663,36,9573,8.96,72,home_improvement,172.37,12.3,7,0,42.3,MORTGAGE,0
33,95100,11,850,11,30126,10.0,60,medical,640.09,29.4,5,1,27.3,RENT,0
45,45419,1,784,25,6327,16.26,72,debt_consolidation,138.15,17.3,10,2,17.299999999999997,MORTGAGE,0
31,72050,6,610,9,21566,9.86,72,education,398.01,27.3,10,0,17.8,OWN,0
67,38954,6,701,43,21676,11.65,72,home_improvement,419.84,31.9,6,0,22.5,RENT,0
27,28174,0,687,6,25037,9.3,36,debt_consolidation,799.67,34.1,3,0,27.0,RENT,0
45,41701,1,668,20,8903,8.54,24,education,404.85,85.0,2,0,41.8,RENT,0
49,46827,3,599,30,6103,17.71,60,debt_consolidation,154.01,49.7,3,1,50.8,RENT,1
46,18088,2,715,24,29978,4.14,36,major_purchase,886.94,85.0,7,0,17.299999999999997,MORTGAGE,0
39,82141,12,747,20,6196,10.21,72,home_improvement,115.44,28.8,1,1,24.4,RENT,0
40,18000,2,613,16,10512,5.19,72,debt_consolidation,170.22,85.0,5,1,30.599999999999998,MORTGAGE,1
42,249918,13,836,18,47771,15.02,24,education,2316.71,17.6,3,0,13.900000000000002,RENT,0
40,120707,3,801,20,20311,9.75,36,home_improvement,653.0,24.7,7,1,12.3,OWN,0
53,41914,16,723,33,23344,8.12,60,medical,474.67,39.8,2,5,11.5,RENT,0
68,49298,6,581,43,27926,3.0,60,small_business,501.79,39.8,10,1,26.6,RENT,0
35,58793,8,712,11,27238,16.31,48,major_purchase,776.26,20.5,2,0,4.6,RENT,0
25,34423,0,702,4,17767,4.69,36,auto,530.02,66.7,4,0,11.1,MORTGAGE,0
40,55026,4,721,21,9595,11.95,36,auto,318.46,26.5,7,0,12.7,MORTGAGE,0
72,44963,0,807,50,118047,13.73,60,home_improvement,2730.25,85.0,4,3,18.099999999999998,OWN,1
32,46324,1,665,7,14693,18.7,60,medical,378.72,56.5,9,6,33.2,RENT,1
61,54659,4,843,39,22736,7.79,36,debt_consolidation,710.26,47.5,6,0,54.800000000000004,RENT,0
62,22289,6,712,42,24540,6.58,36,debt_consolidation,753.02,85.0,7,0,25.1,RENT,1
35,50198,0,656,15,12418,8.29,48,education,304.85,27.8,2,0,35.4,RENT,0
48,54071,3,850,28,13386,7.65,48,debt_consolidation,324.6,40.6,2,0,29.799999999999997,MORTGAGE,1
61,52960,4,746,38,51111,3.0,60,home_improvement,918.4,39.5,1,1,28.799999999999997,MORTGAGE,0
37,43066,0,643,17,10750,16.54,48,debt_consolidation,307.64,40.1,6,0,22.0,OWN,0
39,97024,3,686,15,24069,8.33,84,education,379.11,17.6,6,1,21.3,RENT,0
35,39648,6,730,15,33762,9.36,36,debt_consolidation,1079.29,50.0,5,0,37.5,MORTGAGE,0
29,56184,0,667,7,15523,12.51,60,auto,349.31,28.3,7,2,37.8,RENT,0
34,106764,7,690,9,16886,15.54,60,auto,406.52,22.9,7,0,18.2,MORTGAGE,0
27,46740,4,614,5,35236,5.36,60,debt_consolidation,670.77,33.6,9,0,43.8,RENT,0
42,55752,8,545,18,16380,11.43,36,auto,539.6,29.0,5,0,12.7,OWN,1
32,46266,1,688,11,4213,5.14,36,education,126.53,57.2,3,0,6.4,MORTGAGE,0
44,102993,8,691,26,51674,11.33,60,major_purchase,1132.04,38.8,4,1,14.899999999999999,RENT,1
23,41997,0,722,3,9110,11.17,60,debt_consolidation,198.85,57.2,3,1,9.4,MORTGAGE,0
45,105874,2,633,25,20969,8.11,36,major_purchase,658.16,34.5,3,0,27.500000000000004,RENT,0
52,46066,1,572,34,7169,10.93,36,debt_consolidation,234.47,62.4,7,4,7.000000000000001,MORTGAGE,1
21,29270,10,602,0,12611,11.01,72,education,240.1,58.7,8,0,44.4,OWN,0
46,73690,6,764,25,13285,9.67,60,home_improvement,280.11,46.5,2,0,5.7,RENT,0
56,40831,0,626,34,20372,9.18,36,major_purchase,649.53,85.0,3,0,14.099999999999998,MORTGAGE,0
27,71132,0,644,7,9759,4.54,72,home_improvement,155.09,22.9,5,0,1.7000000000000002,MORTGAGE,0
62,18000,1,655,41,72256,5.64,60,debt_consolidation,1384.85,85.0,3,0,21.9,RENT,0
47,49174,0,630,29,18346,7.54,48,debt_consolidation,443.93,30.6,4,0,63.7,RENT,0
33,37206,4,624,11,33413,5.97,36,major_purchase,1016.03,71.0,3,0,17.2,RENT,0
41,25901,5,610,19,17922,7.71,60,major_purchase,360.91,26.6,5,0,57.49999999999999,MORTGAGE,0
48,35173,14,792,27,36246,9.7,72,education,666.02,52.0,5,1,44.800000000000004,MORTGAGE,0
42,34744,15,734,23,4144,10.35,24,debt_consolidation,191.89,68.1,1,2,28.599999999999998,RENT,1
48,47629,5,779,29,11011,12.25,48,home_improvement,291.32,21.6,7,0,19.900000000000002,OWN,1
30,21581,0,795,7,12515,10.63,72,education,235.85,71.0,6,0,22.0,MORTGAGE,1
44,59264,2,492,21,12445,10.48,84,debt_consolidation,209.7,37.1,4,0,34.699999999999996,RENT,1
25,111271,3,707,6,25927,12.15,24,medical,1222.29,24.6,5,7,38.3,RENT,0
40,58020,3,633,16,27201,6.33,60,debt_consolidation,530.06,52.7,4,2,37.3,OWN,0
31,79649,4,769,13,17122,6.67,36,education,526.1,38.8,7,2,32.1,RENT,0
33,94536,16,620,14,17422,8.51,48,debt_consolidation,429.5,16.1,4,3,56.2,RENT,0
56,102939,10,595,35,99544,7.21,60,auto,1980.97,34.3,8,1,10.100000000000001,MORTGAGE,1
55,150554,0,565,33,22634,3.0,48,small_business,500.99,14.2,8,1,43.0,MORTGAGE,0
49,36332,1,655,28,3798,12.3,24,small_business,179.32,32.6,5,2,6.800000000000001,MORTGAGE,0
28,31853,8,753,3,30917,6.01,48,major_purchase,726.23,85.0,6,0,29.2,MORTGAGE,0
38,78439,8,700,17,26678,17.25,24,education,1322.23,35.1,3,5,8.200000000000001,MORTGAGE,0
56,74978,1,583,36,40600,10.66,36,auto,1322.66,50.9,6,0,19.2,MORTGAGE,0
43,78073,6,850,18,27415,3.99,48,auto,618.88,13.4,5,1,33.4,MORTGAGE,0
69,152294,5,731,50,9572,12.67,84,debt_consolidation,172.42,7.1,3,1,20.200000000000003,MORTGAGE,0
46,49356,3,742,24,33624,10.13,60,home_improvement,716.56,30.2,3,0,31.0,OTHER,0
44,63303,1,782,24,19331,11.16,36,medical,634.34,20.0,7,0,34.8,MORTGAGE,0
38,27221,10,548,14,37508,8.01,72,debt_consolidation,657.82,68.9,5,3,34.1,RENT,1
43,176520,5,607,25,53291,6.28,36,education,1627.99,21.2,9,0,36.5,RENT,0
40,40057,0,745,18,16559,4.15,36,debt_consolidation,489.99,82.8,6,0,30.9,MORTGAGE,1
50,40744,6,615,25,33291,4.87,60,auto,626.26,51.3,3,7,45.7,OWN,1
53,39813,6,657,28,37181,4.53,48,debt_consolidation,848.36,64.9,8,0,10.100000000000001,MORTGAGE,0
32,33291,10,673,12,20153,8.57,60,debt_consolidation,414.15,68.1,3,0,41.4,RENT,1
26,31645,1,577,3,71016,9.79,60,medical,1501.55,85.0,4,2,35.199999999999996,RENT,1
21,35802,22,651,0,37491,3.81,60,major_purchase,687.24,64.4,6,0,29.599999999999998,OWN,0
48,21601,0,753,23,11970,13.61,48,debt_consolidation,324.76,85.0,8,2,23.1,MORTGAGE,0
28,30601,4,738,9,21634,10.57,24,home_improvement,1004.0,85.0,7,3,26.6,OWN,1
21,157846,5,769,0,32929,19.71,72,debt_consolidation,783.22,26.0,4,0,9.9,RENT,0
46,76221,2,760,23,69152,8.38,24,small_business,3139.56,69.4,1,4,45.6,RENT,0
71,85437,3,712,50,27850,18.93,48,auto,831.69,23.4,4,0,36.199999999999996,OWN,0
41,99342,11,706,19,22084,12.98,36,auto,743.88,32.5,5,1,11.799999999999999,OTHER,0
52,147337,5,700,29,43681,3.0,36,education,1270.3,27.4,7,0,10.9,RENT,0
42,18000,3,629,19,15465,5.24,36,auto,465.17,85.0,6,0,18.0,OWN,1
40,23436,0,597,20,9018,11.27,36,debt_consolidation,296.39,85.0,3,2,33.4,RENT,1
53,30265,0,624,33,29514,3.01,84,education,390.11,63.3,4,2,35.199999999999996,MORTGAGE,1
38,36981,0,653,18,13839,6.41,84,debt_consolidation,204.9,17.3,7,0,19.0,RENT,0
45,40931,15,627,24,120696,3.63,48,debt_consolidation,2705.26,85.0,5,1,13.200000000000001,RENT,1
45,37489,7,713,25,21527,18.55,48,debt_consolidation,638.56,56.1,6,2,28.7,MORTGAGE,0
33,55914,17,696,15,29640,14.39,12,debt_consolidation,2666.73,85.0,2,4,33.6,RENT,1
53,50069,0,704,35,11616,8.64,60,debt_consolidation,239.1,49.3,8,0,25.4,RENT,0
39,31770,5,708,21,43705,16.05,36,major_purchase,1537.62,82.2,6,0,16.3,OTHER,1
32,18000,0,775,7,17696,15.03,24,auto,858.27,85.0,5,1,30.9,OWN,1
48,27018,7,679,25,16528,15.24,48,home_improvement,462.0,50.2,8,3,29.2,RENT,1
31,35258,2,760,12,16808,7.76,36,debt_consolidation,524.84,38.7,2,0,24.4,MORTGAGE,0
42,42266,0,721,20,7302,8.76,24,small_business,332.79,28.2,4,0,18.7,RENT,0
41,24889,4,770,22,15132,5.61,24,home_improvement,668.0,32.2,4,3,62.2,MORTGAGE,0
55,36516,1,809,32,26431,9.55,84,small_business,432.66,14.2,4,0,41.4,MORTGAGE,0
47,24869,5,726,28,6113,6.75,60,debt_consolidation,120.32,5.8,8,1,14.7,MORTGAGE,0
41,45456,5,688,20,36870,5.7,48,home_improvement,860.83,28.4,3,0,25.900000000000002,OWN,0
51,25748,6,687,28,14945,14.53,36,auto,514.64,85.0,5,0,45.7,RENT,1
58,29456,24,642,39,21403,12.69,48,debt_consolidation,570.9,85.0,4,0,37.9,RENT,1
48,22354,2,639,27,3775,6.47,60,education,73.81,85.0,6,0,29.099999999999998,OWN,1
42,44707,3,752,18,21109,13.78,60,home_improvement,488.77,51.1,5,2,34.8,OTHER,0
26,29147,8,602,8,8688,11.24,72,education,166.44,37.0,6,1,28.599999999999998,MORTGAGE,1
29,84463,4,809,4,14100,8.74,24,auto,642.47,22.8,2,0,41.0,RENT,0
38,62536,0,667,13,6019,16.36,36,education,212.68,29.9,6,0,25.0,OWN,0
34,47008,9,850,16,9727,11.22,48,debt_consolidation,252.44,73.5,1,2,26.0,RENT,0
39,30379,0,624,20,16082,17.11,72,auto,358.75,37.4,7,0,2.1999999999999997,RENT,0
42,61593,0,700,23,14909,12.26,48,small_business,394.52,32.1,6,1,21.5,MORTGAGE,0
48,74192,0,651,23,33495,12.61,60,education,755.44,33.5,4,4,31.8,MORTGAGE,0
41,53402,0,616,17,4877,5.7,36,debt_consolidation,147.71,30.1,6,0,22.2,MORTGAGE,1
47,128312,0,765,29,17396,7.77,60,debt_consolidation,350.82,3.3,6,0,36.199999999999996,OWN,0
42,64587,0,591,18,16825,15.83,60,auto,407.63,27.4,5,1,50.5,OTHER,0
21,84809,2,625,0,13089,14.65,36,debt_consolidation,451.49,11.3,8,0,36.3,OWN,0
30,53110,1,726,10,9516,8.57,48,debt_consolidation,234.87,68.0,3,1,20.1,OWN,0
40,73526,0,739,15,39008,4.59,60,major_purchase,728.82,38.5,6,5,33.5,RENT,0
27,30391,5,568,9,75614,16.64,36,major_purchase,2682.32,85.0,6,1,20.8,RENT,1
49,37233,1,726,25,5432,14.27,36,medical,186.37,27.3,3,1,45.9,MORTGAGE,0
60,60452,0,690,40,9443,5.42,36,debt_consolidation,284.8,24.5,5,0,5.3,OWN,0
56,60189,2,606,38,8927,5.42,84,major_purchase,127.94,54.6,6,2,33.6,RENT,0
39,66474,1,616,17,14808,17.33,12,debt_consolidation,1352.88,59.3,10,0,51.300000000000004,RENT,0
59,94867,1,517,34,43438,7.97,24,auto,1963.99,44.2,3,3,19.8,MORTGAGE,1
43,20848,2,817,18,26091,8.04,36,home_improvement,818.08,85.0,5,0,23.7,MORTGAGE,1
37,27318,5,761,12,16192,7.28,48,home_improvement,389.84,85.0,8,0,38.5,RENT,0
34,56260,4,576,13,18241,11.42,36,medical,600.82,61.1,5,1,42.9,RENT,1
38,31741,13,743,17,14424,4.4,72,medical,228.3,82.3,8,2,64.9,RENT,1
37,350000,3,634,15,30243,10.95,36,debt_consolidation,989.4,10.3,6,0,60.0,RENT,0
44,66798,3,753,24,32933,4.37,36,medical,977.74,36.1,5,1,34.2,OWN,0
43,46770,1,640,24,27279,4.4,48,medical,620.83,51.3,4,3,23.3,RENT,1
42,35979,7,650,23,3875,4.54,36,major_purchase,115.34,60.7,6,2,16.3,RENT,0
47,36750,0,656,26,18200,4.69,36,small_business,542.94,65.5,7,4,13.8,OWN,0
56,49915,3,627,37,15826,12.89,72,debt_consolidation,316.77,45.7,5,2,14.7,RENT,0
53,52427,2,791,33,36095,12.89,48,education,966.37,48.6,1,0,8.200000000000001,OWN,0
24,37271,5,751,0,21319,9.35,72,home_improvement,388.0,12.5,4,1,14.899999999999999,RENT,0
21,41610,12,688,0,26627,7.47,36,medical,827.9,72.9,4,0,29.7,OTHER,0
53,109817,14,761,34,12750,15.53,60,debt_consolidation,306.88,17.8,6,3,60.4,MORTGAGE,0
25,112499,0,549,7,34807,12.78,60,auto,788.05,22.6,8,0,8.200000000000001,MORTGAGE,0
39,57023,1,581,17,42773,5.29,48,major_purchase,990.66,78.0,3,0,48.6,OWN,1
27,21921,8,717,6,5773,11.4,60,education,126.67,85.0,7,0,30.4,RENT,1
21,67717,3,738,0,7278,11.2,72,home_improvement,139.28,15.1,3,0,19.0,RENT,0
48,124563,3,702,29,30752,12.87,24,auto,1460.13,30.5,4,4,43.2,RENT,1
51,111509,6,529,27,15983,21.0,36,debt_consolidation,602.16,20.5,5,2,22.3,OWN,0
35,76164,4,595,10,37052,6.73,60,debt_consolidation,728.96,42.9,6,0,6.3,OWN,0
21,115088,17,713,1,21359,12.22,36,education,711.67,16.3,4,0,26.700000000000003,RENT,0
35,50616,4,850,16,29290,15.98,48,debt_consolidation,829.79,36.4,4,0,21.2,OWN,0
46,71457,3,777,22,10688,16.87,48,small_business,307.68,20.1,3,5,32.2,MORTGAGE,0
24,32582,3,806,0,22876,10.72,60,debt_consolidation,494.19,21.8,4,2,44.1,MORTGAGE,0
44,58416,8,707,22,22921,4.77,60,medical,430.14,28.5,5,0,22.6,OWN,0
41,108849,4,706,23,11134,3.0,48,major_purchase,246.44,28.2,3,0,44.800000000000004,OWN,0
48,34418,5,597,25,36358,13.31,72,education,735.82,52.3,3,0,39.4,OTHER,0
43,29235,17,756,22,4785,11.37,36,home_improvement,157.49,20.6,7,1,8.0,OTHER,0
30,51973,4,674,9,20855,10.51,60,debt_consolidation,448.36,31.1,3,0,24.2,OWN,0
56,42787,2,735,36,7289,11.13,48,major_purchase,188.85,44.5,6,1,39.800000000000004,MORTGAGE,0
40,72365,5,682,22,8816,13.91,60,small_business,204.72,15.9,5,0,25.7,RENT,0
41,37348,5,702,22,35961,12.19,36,debt_consolidation,1197.69,80.2,3,2,22.400000000000002,MORTGAGE,1
30,137456,0,672,11,8350,11.55,24,debt_consolidation,391.31,15.8,5,0,30.5,OTHER,0
36,22611,3,697,13,8107,7.63,60,small_business,162.95,75.0,8,2,20.0,RENT,1
31,104009,6,760,7,27071,14.16,36,small_business,927.33,24.4,4,0,6.9,RENT,0
39,30979,3,578,14,8287,7.69,36,debt_consolidation,258.5,85.0,8,0,29.799999999999997,OWN,1
62,18000,7,560,39,36781,13.87,12,medical,3300.21,85.0,4,0,30.4,RENT,0
25,56541,2,714,1,28317,8.43,60,debt_consolidation,580.01,27.6,5,0,12.1,RENT,0
22,42076,20,795,0,10463,12.36,60,auto,234.65,56.7,5,0,16.8,MORTGAGE,0
59,25190,1,815,39,35820,17.05,72,home_improvement,797.86,85.0,6,1,21.0,MORTGAGE,0
39,18000,0,582,21,4642,12.64,72,debt_consolidation,92.3,85.0,9,0,37.2,RENT,1
33,48775,2,647,13,25103,15.67,60,auto,606.06,62.3,7,1,10.6,RENT,1
54,88036,3,561,29,7537,8.51,36,small_business,237.96,32.5,6,0,21.4,RENT,0
34,69631,2,635,12,12502,10.38,36,debt_consolidation,405.64,15.4,3,0,10.8,MORTGAGE,0
63,50717,1,769,41,13080,8.58,36,debt_consolidation,413.39,66.7,12,0,28.199999999999996,OWN,0
50,65336,5,678,31,44222,3.36,24,debt_consolidation,1907.76,57.2,4,0,38.4,RENT,0
36,48226,2,650,14,12696,14.27,72,education,263.45,36.7,7,0,16.5,MORTGAGE,0
67,20788,4,723,47,17068,12.28,60,small_business,382.09,55.3,4,0,50.2,MORTGAGE,0
34,20899,7,616,13,13270,11.99,24,small_business,624.6,85.0,10,1,11.1,OWN,0
50,43394,7,807,28,9064,14.93,72,home_improvement,191.31,13.6,2,0,13.200000000000001,MORTGAGE,0
45,44516,2,680,20,8767,5.46,60,debt_consolidation,167.3,47.9,5,0,20.5,MORTGAGE,0
57,81682,4,647,33,22384,4.5,72,debt_consolidation,355.32,39.8,6,1,15.2,MORTGAGE,0
60,77217,2,726,40,17703,14.97,36,small_business,613.42,25.7,5,0,33.7,OWN,0
42,70479,10,755,21,30753,9.72,36,debt_consolidation,988.27,50.4,4,2,17.299999999999997,OWN,0
32,41432,10,807,8,15222,10.86,48,major_purchase,392.39,49.2,4,2,45.1,MORTGAGE,0
47,21409,2,663,26,15572,4.13,36,home_improvement,460.65,43.9,11,0,19.3,MORTGAGE,1
33,62770,0,766,10,30823,15.89,48,major_purchase,871.8,42.1,5,0,17.4,MORTGAGE,0
66,67178,0,688,42,13898,12.69,12,home_improvement,1239.31,42.3,6,0,33.2,MORTGAGE,0
43,18000,2,631,20,6583,7.7,72,debt_consolidation,114.46,85.0,2,1,22.6,MORTGAGE,0
37,29714,4,617,15,32639,18.34,36,home_improvement,1185.55,85.0,3,0,28.199999999999996,MORTGAGE,1
44,32382,5,592,26,11226,4.55,48,home_improvement,256.24,68.1,3,0,25.5,OWN,0
25,52628,2,620,2,18898,8.68,72,small_business,337.65,20.2,5,2,34.300000000000004,OTHER,0
30,30272,5,769,8,11631,13.95,60,medical,270.33,71.6,5,0,38.1,MORTGAGE,0
56,47911,13,736,34,9129,14.61,60,debt_consolidation,215.31,37.1,4,0,18.9,RENT,0
34,43203,5,580,16,4773,4.03,60,debt_consolidation,87.97,34.8,4,0,21.0,MORTGAGE,0
29,44556,0,540,7,22866,8.87,48,debt_consolidation,567.61,49.5,5,3,13.100000000000001,RENT,0
48,31893,4,591,28,1676,12.98,48,debt_consolidation,44.95,41.4,5,0,41.6,RENT,0
56,33409,3,617,38,44749,15.89,24,medical,2188.7,85.0,8,0,7.6,RENT,1
50,25638,10,655,30,37138,15.56,24,debt_consolidation,1810.59,85.0,5,1,5.6000000000000005,MORTGAGE,0
53,61576,2,773,32,9540,12.8,60,debt_consolidation,216.09,15.9,2,0,55.900000000000006,RENT,0
32,69055,2,636,14,54818,10.36,48,home_improvement,1399.82,31.0,9,1,23.5,MORTGAGE,0
24,30872,4,814,3,76310,9.28,24,medical,3496.01,85.0,3,0,13.100000000000001,OTHER,0
60,122074,3,545,37,14893,11.99,60,major_purchase,331.21,13.5,4,1,19.400000000000002,RENT,0
38,40588,6,652,19,24044,15.74,60,home_improvement,581.39,17.2,5,0,13.5,RENT,0
38,122775,0,742,14,19838,9.14,36,small_business,632.14,18.5,3,1,46.1,MORTGAGE,0
57,33347,4,747,38,52027,8.91,48,major_purchase,1292.47,85.0,2,1,50.6,RENT,1
48,18000,0,653,28,6803,14.58,48,major_purchase,187.89,85.0,3,1,35.5,MORTGAGE,1
47,62399,1,760,26,15380,14.25,48,debt_consolidation,422.21,30.0,2,2,3.0,RENT,0
67,56904,5,744,46,34323,8.0,48,medical,837.92,32.6,4,0,55.900000000000006,MORTGAGE,0
34,50042,0,625,16,31871,4.72,36,major_purchase,951.2,25.6,4,1,12.9,RENT,0
53,33344,1,705,28,17501,3.15,24,debt_consolidation,753.38,85.0,3,1,31.3,RENT,1
42,48014,6,736,23,47792,10.52,12,debt_consolidation,4213.24,85.0,10,3,31.2,OWN,1
45,36070,5,631,25,21235,5.58,48,debt_consolidation,494.63,30.7,9,0,25.7,MORTGAGE,0
60,40887,0,815,40,19527,13.59,36,debt_consolidation,663.5,75.0,4,1,17.0,RENT,0
48,81225,4,613,30,29375,3.13,72,home_improvement,448.02,33.4,5,0,17.2,MORTGAGE,0
48,54749,0,691,30,17281,16.45,60,home_improvement,424.38,26.9,6,0,50.1,OWN,0
54,70683,1,580,31,18679,8.65,48,home_improvement,461.73,25.8,7,4,19.7,MORTGAGE,0
37,42654,3,688,17,10393,6.81,48,debt_consolidation,247.96,46.8,3,1,15.9,MORTGAGE,0
31,39926,0,594,13,140558,7.84,36,home_improvement,4394.21,85.0,7,0,54.50000000000001,MORTGAGE,0
29,24536,25,656,4,12946,6.54,36,major_purchase,397.02,44.9,5,1,1.0,MORTGAGE,0
21,39260,0,553,0,30045,16.06,24,medical,1471.96,85.0,5,0,53.6,OTHER,0
66,18000,7,743,45,68604,12.69,60,debt_consolidation,1550.09,85.0,5,0,20.599999999999998,MORTGAGE,0
28,34401,8,708,8,7044,10.39,60,auto,151.02,74.7,5,0,26.700000000000003,MORTGAGE,0
39,46670,25,766,17,27662,5.19,72,debt_consolidation,447.94,56.7,4,0,57.9,MORTGAGE,0
38,68748,2,652,19,18328,9.78,60,auto,387.43,29.3,7,4,22.400000000000002,OWN,0
45,41722,10,770,26,63342,6.92,72,debt_consolidation,1077.49,84.5,3,1,17.4,RENT,0
51,60391,15,683,29,9542,3.0,84,home_improvement,126.08,7.3,7,1,37.7,RENT,0
52,18000,0,689,30,10651,7.23,84,medical,161.95,77.5,6,3,26.0,OWN,1
35,47377,3,849,11,17414,12.42,48,medical,462.18,26.9,6,0,26.700000000000003,MORTGAGE,0
39,18000,0,641,14,12765,8.3,36,home_improvement,401.78,85.0,8,0,25.3,OTHER,0
45,23742,4,778,24,13075,9.42,24,education,599.85,74.4,6,0,30.099999999999998,MORTGAGE,0
39,43813,4,718,14,74600,14.16,84,small_business,1404.61,49.6,3,1,50.7,OWN,0
61,105425,1,634,41,19710,13.45,36,debt_consolidation,668.39,29.1,2,4,23.9,RENT,1
47,61250,7,574,29,10412,17.84,12,medical,953.78,53.0,7,0,33.900000000000006,RENT,0
50,49559,0,597,31,13725,3.0,36,auto,399.14,30.1,8,0,19.900000000000002,MORTGAGE,0
49,48449,8,770,24,23942,6.63,60,debt_consolidation,469.91,11.6,2,0,16.8,RENT,0
56,31946,0,818,34,22837,13.63,72,debt_consolidation,466.06,51.8,5,1,26.5,OWN,0
44,35369,5,687,19,12039,11.73,48,education,315.44,52.0,1,0,65.7,OWN,0
26,63349,0,691,2,5769,10.4,36,education,187.23,44.4,2,1,6.9,RENT,0
46,21349,1,742,26,17406,7.58,60,home_improvement,349.44,68.8,5,0,12.1,RENT,0
34,69970,6,685,16,17080,10.91,48,debt_consolidation,440.7,40.2,7,0,50.6,RENT,0
35,38827,1,767,11,11472,10.68,24,debt_consolidation,532.98,44.7,6,6,6.4,OWN,0
49,80445,3,703,30,44171,3.0,72,auto,671.12,34.3,4,0,44.6,OWN,0
56,87260,12,690,36,26962,10.85,60,auto,584.2,32.6,5,1,52.2,RENT,0
42,18000,0,624,23,19818,7.93,12,home_improvement,1723.3,85.0,7,1,35.699999999999996,MORTGAGE,1
45,34580,8,604,24,14009,13.36,12,debt_consolidation,1253.61,64.7,4,0,22.900000000000002,MORTGAGE,1
62,29339,0,427,38,60664,11.38,24,home_improvement,2838.13,85.0,6,0,54.900000000000006,RENT,1
44,18000,0,778,25,8037,17.82,60,major_purchase,203.3,85.0,4,2,26.5,OWN,1
73,26383,0,668,48,12738,10.0,48,major_purchase,323.07,23.6,5,0,13.3,OTHER,0
48,212087,25,647,27,13139,5.63,36,home_improvement,397.51,12.3,5,2,58.5,MORTGAGE,0
21,70665,0,523,0,22231,3.0,36,debt_consolidation,646.5,18.5,1,1,27.200000000000003,RENT,0
51,154874,11,628,30,28641,6.25,48,major_purchase,675.92,7.9,5,4,16.400000000000002,RENT,0
46,80616,23,618,28,7075,11.51,24,home_improvement,331.43,18.3,5,0,13.600000000000001,MORTGAGE,0
57,31410,2,616,34,11167,12.53,60,major_purchase,251.4,39.9,3,0,35.099999999999994,MORTGAGE,1
50,38985,4,706,32,24670,7.58,36,debt_consolidation,768.3,65.9,6,3,22.8,RENT,0
40,69777,7,689,19,11320,8.28,72,small_business,200.03,28.0,2,0,22.5,MORTGAGE,0
27,63735,2,571,7,13612,10.28,60,small_business,291.09,29.9,3,0,12.0,OTHER,0
39,34668,0,576,16,20350,11.52,12,major_purchase,1803.51,83.0,2,1,23.7,RENT,1
31,19811,2,576,8,9082,14.08,36,auto,310.75,85.0,4,0,50.0,MORTGAGE,1
35,350000,7,824,14,21901,7.65,48,home_improvement,531.08,6.3,7,2,19.0,RENT,0
49,45040,7,799,25,27689,7.03,60,medical,548.67,64.5,7,2,24.6,OWN,0
62,40318,1,611,42,18524,18.1,60,medical,471.4,14.0,4,2,59.199999999999996,RENT,0
46,52470,0,521,27,48911,17.13,60,home_improvement,1218.99,64.6,2,5,22.2,MORTGAGE,1
27,42377,12,690,9,29965,7.88,12,education,2604.95,85.0,2,3,28.199999999999996,MORTGAGE,1
47,52766,0,683,27,17524,14.57,12,medical,1578.13,75.8,3,1,78.4,MORTGAGE,1
56,106103,6,705,33,14400,18.82,60,education,372.12,31.8,4,0,37.0,RENT,0
